1234567;Самара, Садовая, 12, 23;1.0;2013-08-06T13:47:58+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-06T13:49:19+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-06T13:50:06+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-06T13:50:36+04:00
123123;Ахтубинск, Стоматологическая, 171, 12;500.0;2013-08-07T14:38:17+04:00
8403;Самара, Ольховская, 10, 0;1000.0;2013-08-07T15:14:06+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-08T11:47:32+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:48:39+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:49:21+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:50:21+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:51:51+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:54:21+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:57:23+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:57:51+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:59:34+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:00:06+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:00:36+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:01:21+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:02:36+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:04:52+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:12:06+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:14:06+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:29:25+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:37:25+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:38:57+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:46:34+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:53:39+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:53:56+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T13:03:57+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T13:15:32+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-09T09:58:21+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-09T10:02:02+04:00
123456;Самара, Воронежская, 232, 23;700.0;2013-08-12T00:32:16+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T15:56:56+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T15:57:53+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T15:58:23+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T15:58:46+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T15:59:23+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:00:23+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T16:00:38+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T16:02:23+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:02:53+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T16:02:08+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:03:52+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:04:23+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:05:08+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T16:05:08+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:06:38+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:08:39+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:09:08+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T16:11:53+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:14:39+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:22:24+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T16:23:23+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:25:53+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T16:47:24+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:47:38+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T16:49:08+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T17:28:39+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T17:28:39+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T17:31:38+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T18:37:39+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T18:40:09+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T18:43:09+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T20:29:24+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T20:31:39+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T20:34:09+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T23:18:39+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-12T23:21:54+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-12T23:23:24+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-13T03:24:26+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-13T03:31:41+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-13T03:32:11+04:00
1234;test, test, 1, 1;1.0;2013-08-13T07:28:52+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:04:53+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:06:34+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:07:10+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:08:10+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:09:10+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:12:55+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:19:25+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:29:47+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:30:30+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:30:45+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:46:28+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:47:20+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:47:51+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:48:51+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:50:21+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:54:06+04:00
1234;test, test, 1, 1;1.0;2013-08-13T08:55:21+04:00
1234;test, test, 1, 1;1.0;2013-08-13T09:00:36+04:00
1234;test, test, 1, 1;1.0;2013-08-13T09:14:21+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-13T09:14:21+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-13T09:20:36+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-13T09:21:21+04:00
1234;test, test, 1, 1;1.0;2013-08-13T09:37:21+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:18:46+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:19:36+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:20:36+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:21:06+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:22:36+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:24:51+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:31:45+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:37:17+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:38:15+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:39:15+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:44:00+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:41:30+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:44:47+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:45:29+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:45:29+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:46:15+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:47:29+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:52:54+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:53:23+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:53:34+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:50:53+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:51:07+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:54:23+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:55:08+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:58:27+04:00
1234;test, test, 1, 1;1.0;2013-08-13T10:58:57+04:00
1234;test, test, 1, 1;1.0;2013-08-13T11:02:59+04:00
1234;test, test, 1, 1;1.0;2013-08-13T11:03:11+04:00
1234;test, test, 1, 1;1.0;2013-08-13T11:07:05+04:00
1234;test, test, 1, 1;1.0;2013-08-13T11:07:04+04:00
1234;test, test, 1, 1;1.0;2013-08-13T11:32:05+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-13T17:12:06+04:00
1234567;Самара, Садовая, 12, 23;2.0;2013-08-13T17:23:21+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-13T17:24:06+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-14T17:24:06+04:00
268;test, test, 1, 1;1.0;2013-08-15T14:04:15+04:00
268;test, test, 1, 1;1.0;2013-08-15T14:04:15+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-18T15:09:52+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-18T15:13:53+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-18T15:21:57+04:00
268;test, test, 1, 1;1.0;2013-08-18T15:30:17+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-18T16:22:00+04:00
1234567;Самара, Садовая, 12, 23;1.0;2013-08-18T16:35:32+04:00
268;test, test, 1, 1;700.0;2013-08-27T15:38:43+04:00
268;test, test, 1, 1;700.0;2013-08-27T15:54:55+04:00
123456;Самара, Воронежская, 232, 23;7000.0;2013-08-29T01:46:06+04:00
