1234567;Самара, Садовая, 12, 23;1.0;2013-08-08T11:47:32+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:48:39+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:49:21+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:50:21+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:51:51+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:54:21+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:57:23+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:57:51+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T11:59:34+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:00:06+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:00:36+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:01:21+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:02:36+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:04:52+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:12:06+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:14:06+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:29:25+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:37:25+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:38:57+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:46:34+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:53:39+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T12:53:56+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T13:03:57+04:00;16
1234567;Самара, Садовая, 12, 23;2.0;2013-08-08T13:15:32+04:00;16
